index	Ontology	GO id	GO term	value	pval	qval
17649	MF	GO:0031867	EP4 subtype prostaglandin E2 receptor binding	1	1.0	1.0
17650	MF	GO:0004769	steroid delta-isomerase activity	4	1.0	1.0
17651	MF	GO:0004464	leukotriene-C4 synthase activity	5	1.0	1.0
17652	MF	GO:0004925	prolactin receptor activity	1	1.0	1.0
17653	MF	GO:0051721	protein phosphatase 2A binding	28	1.0	1.0
17654	MF	GO:0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity	1	1.0	1.0
17655	MF	GO:0003720	telomerase activity	6	1.0	1.0
17656	MF	GO:0010852	cyclase inhibitor activity	4	1.0	1.0
17657	MF	GO:0015024	glucuronate-2-sulfatase activity	1	1.0	1.0
17658	MF	GO:0032542	sulfiredoxin activity	2	1.0	1.0
17659	MF	GO:0035276	ethanol binding	2	1.0	1.0
17660	MF	GO:0016878	acid-thiol ligase activity	24	1.0	1.0
17661	MF	GO:0070403	NAD+ binding	13	1.0	1.0
17662	MF	GO:0008269	JAK pathway signal transduction adaptor activity	3	1.0	1.0
17663	MF	GO:0016725	oxidoreductase activity, acting on CH or CH2 groups	9	1.0	1.0
17664	MF	GO:0004760	serine-pyruvate transaminase activity	1	1.0	1.0
17665	MF	GO:0016410	N-acyltransferase activity	70	1.0	1.0
17666	MF	GO:0005159	insulin-like growth factor receptor binding	15	1.0	1.0
17667	MF	GO:0009882	blue light photoreceptor activity	2	1.0	1.0
17668	MF	GO:0030348	syntaxin-3 binding	2	1.0	1.0
17669	MF	GO:0030550	acetylcholine receptor inhibitor activity	5	1.0	1.0
17670	MF	GO:0019119	phenanthrene-9,10-epoxide hydrolase activity	1	1.0	1.0
17671	MF	GO:0004059	aralkylamine N-acetyltransferase activity	1	1.0	1.0
17672	MF	GO:0050542	icosanoid binding	7	1.0	1.0
17673	MF	GO:0050253	retinyl-palmitate esterase activity	5	1.0	1.0
17674	MF	GO:0019002	GMP binding	1	1.0	1.0
17675	MF	GO:0019797	procollagen-proline 3-dioxygenase activity	3	1.0	1.0
17676	MF	GO:0060072	large conductance calcium-activated potassium channel activity	1	1.0	1.0
17677	MF	GO:0015035	protein-disulfide reductase activity	27	1.0	1.0
17678	MF	GO:0034458	3'-5' RNA helicase activity	6	1.0	1.0
17679	MF	GO:0004507	steroid 11-beta-monooxygenase activity	2	1.0	1.0
17680	MF	GO:0004824	lysine-tRNA ligase activity	1	1.0	1.0
17681	MF	GO:0043021	ribonucleoprotein complex binding	125	1.0	1.0
17682	MF	GO:0050136	NADH dehydrogenase (quinone) activity	42	1.0	1.0
17683	MF	GO:0036403	arachidonate 8(S)-lipoxygenase activity	2	1.0	1.0
17684	MF	GO:0050218	propionate-CoA ligase activity	4	1.0	1.0
17685	MF	GO:0008476	protein-tyrosine sulfotransferase activity	2	1.0	1.0
17686	MF	GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity	2	1.0	1.0
17687	MF	GO:0102167	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity	1	1.0	1.0
17688	MF	GO:0051400	BH domain binding	7	1.0	1.0
17689	MF	GO:0019865	immunoglobulin binding	21	1.0	1.0
17690	MF	GO:0071568	UFM1 transferase activity	2	1.0	1.0
17691	MF	GO:0005355	glucose transmembrane transporter activity	11	1.0	1.0
17692	MF	GO:0005044	scavenger receptor activity	30	1.0	1.0
17693	MF	GO:0015140	malate transmembrane transporter activity	1	1.0	1.0
17694	MF	GO:0071889	14-3-3 protein binding	25	1.0	1.0
17695	MF	GO:0051575	5'-deoxyribose-5-phosphate lyase activity	6	1.0	1.0
17696	MF	GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity	2	1.0	1.0
17697	MF	GO:0010484	H3 histone acetyltransferase activity	14	1.0	1.0
17698	MF	GO:1990380	Lys48-specific deubiquitinase activity	9	1.0	1.0
17699	MF	GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	1	1.0	1.0
17700	MF	GO:0070097	delta-catenin binding	4	1.0	1.0
17701	MF	GO:0031883	taste receptor binding	1	1.0	1.0
17702	MF	GO:0048273	mitogen-activated protein kinase p38 binding	7	1.0	1.0
17703	MF	GO:0005504	fatty acid binding	41	1.0	1.0
17704	MF	GO:0008422	beta-glucosidase activity	4	1.0	1.0
17705	MF	GO:0045134	uridine-diphosphatase activity	8	1.0	1.0
17706	MF	GO:0004303	estradiol 17-beta-dehydrogenase activity	14	1.0	1.0
17707	MF	GO:0052885	all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity	1	1.0	1.0
17708	MF	GO:0047749	cholestanetriol 26-monooxygenase activity	1	1.0	1.0
17709	MF	GO:1990817	RNA adenylyltransferase activity	5	1.0	1.0
17710	MF	GO:0004300	enoyl-CoA hydratase activity	5	1.0	1.0
17711	MF	GO:0008488	gamma-glutamyl carboxylase activity	1	1.0	1.0
17712	MF	GO:1901567	fatty acid derivative binding	13	1.0	1.0
17713	MF	GO:0015924	mannosyl-oligosaccharide mannosidase activity	9	1.0	1.0
17714	MF	GO:0005020	stem cell factor receptor activity	1	1.0	1.0
17715	MF	GO:0022839	ion gated channel activity	22	1.0	1.0
17716	MF	GO:0008378	galactosyltransferase activity	30	1.0	1.0
17717	MF	GO:0071553	G protein-coupled pyrimidinergic nucleotide receptor activity	4	1.0	1.0
17718	MF	GO:0070026	nitric oxide binding	4	1.0	1.0
17719	MF	GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity	3	1.0	1.0
17720	MF	GO:0042012	interleukin-16 receptor activity	1	1.0	1.0
17721	MF	GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor	13	1.0	1.0
17722	MF	GO:0061821	telomeric D-loop binding	4	1.0	1.0
17723	MF	GO:0004136	deoxyadenosine kinase activity	3	1.0	1.0
17724	MF	GO:0016885	ligase activity, forming carbon-carbon bonds	7	1.0	1.0
17725	MF	GO:0019772	low-affinity IgG receptor activity	2	1.0	1.0
17726	MF	GO:0015925	galactosidase activity	3	1.0	1.0
17727	MF	GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity	1	1.0	1.0
17728	MF	GO:0070976	TIR domain binding	1	1.0	1.0
17729	MF	GO:0140318	protein transporter activity	31	1.0	1.0
17730	MF	GO:1905060	calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration	1	1.0	1.0
17731	MF	GO:0008080	N-acetyltransferase activity	57	1.0	1.0
17732	MF	GO:0047191	1-alkylglycerophosphocholine O-acyltransferase activity	1	1.0	1.0
17733	MF	GO:0016768	spermine synthase activity	1	1.0	1.0
17734	MF	GO:0051998	protein carboxyl O-methyltransferase activity	2	1.0	1.0
17735	MF	GO:0061863	microtubule plus end polymerase	1	1.0	1.0
17736	MF	GO:0004122	cystathionine beta-synthase activity	2	1.0	1.0
17737	MF	GO:0120301	histone lactyltransferase activity	1	1.0	1.0
17738	MF	GO:0018729	propionate CoA-transferase activity	1	1.0	1.0
17739	MF	GO:0032038	myosin II heavy chain binding	2	1.0	1.0
17740	MF	GO:0050115	myosin-light-chain-phosphatase activity	1	1.0	1.0
17741	MF	GO:0099609	microtubule lateral binding	1	1.0	1.0
17742	MF	GO:0003976	UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity	3	1.0	1.0
17743	MF	GO:0033862	UMP kinase activity	2	1.0	1.0
17744	MF	GO:0003924	GTPase activity	273	1.0	1.0
17745	MF	GO:0036080	purine nucleotide-sugar transmembrane transporter activity	1	1.0	1.0
17746	MF	GO:0035715	chemokine (C-C motif) ligand 2 binding	1	1.0	1.0
17747	MF	GO:1990757	ubiquitin ligase activator activity	5	1.0	1.0
17748	MF	GO:0005048	signal sequence binding	41	1.0	1.0
17749	MF	GO:0045504	dynein heavy chain binding	12	1.0	1.0
17750	MF	GO:0015112	nitrate transmembrane transporter activity	1	1.0	1.0
17751	MF	GO:0036220	ITP diphosphatase activity	1	1.0	1.0
17752	MF	GO:1904855	proteasome regulatory particle binding	1	1.0	1.0
17753	MF	GO:0019767	IgE receptor activity	3	1.0	1.0
17754	MF	GO:0004362	glutathione-disulfide reductase (NADPH) activity	1	1.0	1.0
17755	MF	GO:0004143	diacylglycerol kinase activity	1	1.0	1.0
17756	MF	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity	4	1.0	1.0
17757	MF	GO:0102391	decanoate-CoA ligase activity	4	1.0	1.0
17758	MF	GO:0050290	sphingomyelin phosphodiesterase D activity	1	1.0	1.0
17759	MF	GO:0001641	group II metabotropic glutamate receptor activity	2	1.0	1.0
17760	MF	GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	3	1.0	1.0
17761	MF	GO:0062080	inhibitory MHC class Ib receptor activity	2	1.0	1.0
17762	MF	GO:0101021	estrogen 2-hydroxylase activity	4	1.0	1.0
17763	MF	GO:0004167	dopachrome isomerase activity	2	1.0	1.0
17764	MF	GO:0010420	3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity	1	1.0	1.0
17765	MF	GO:0051540	metal cluster binding	59	1.0	1.0
17766	MF	GO:0023030	MHC class Ib protein binding, via antigen binding groove	2	1.0	1.0
17767	MF	GO:0003975	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	1	1.0	1.0
17768	MF	GO:1990760	osmolarity-sensing cation channel activity	1	1.0	1.0
17769	MF	GO:0031127	alpha-(1,2)-fucosyltransferase activity	2	1.0	1.0
17770	MF	GO:0031748	D1 dopamine receptor binding	5	1.0	1.0
17771	MF	GO:0016618	hydroxypyruvate reductase activity	1	1.0	1.0
17772	MF	GO:0004726	non-membrane spanning protein tyrosine phosphatase activity	11	1.0	1.0
17773	MF	GO:0019209	kinase activator activity	106	1.0	1.0
17774	MF	GO:0005326	neurotransmitter transmembrane transporter activity	10	1.0	1.0
17775	MF	GO:0008417	fucosyltransferase activity	11	1.0	1.0
17776	MF	GO:0005115	receptor tyrosine kinase-like orphan receptor binding	1	1.0	1.0
17777	MF	GO:0052757	chondroitin hydrolase activity	1	1.0	1.0
17778	MF	GO:0019912	cyclin-dependent protein kinase activating kinase activity	1	1.0	1.0
17779	MF	GO:0102035	isobutyryl-CoA:FAD oxidoreductase activity	1	1.0	1.0
17780	MF	GO:0005351	carbohydrate:proton symporter activity	2	1.0	1.0
17781	MF	GO:0106006	cytoskeletal protein-membrane anchor activity	4	1.0	1.0
17782	MF	GO:0004659	prenyltransferase activity	15	1.0	1.0
17783	MF	GO:0004735	pyrroline-5-carboxylate reductase activity	3	1.0	1.0
17784	MF	GO:0019770	IgG receptor activity	3	1.0	1.0
17785	MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	297	1.0	1.0
17786	MF	GO:0004920	interleukin-10 receptor activity	2	1.0	1.0
17787	MF	GO:0086059	voltage-gated calcium channel activity involved SA node cell action potential	2	1.0	1.0
17788	MF	GO:0030170	pyridoxal phosphate binding	48	1.0	1.0
17789	MF	GO:0001096	TFIIF-class transcription factor complex binding	2	1.0	1.0
17790	MF	GO:0008297	single-stranded DNA exodeoxyribonuclease activity	6	1.0	1.0
17791	MF	GO:0016823	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	3	1.0	1.0
17792	MF	GO:0043999	histone acetyltransferase activity (H2A-K5 specific)	1	1.0	1.0
17793	MF	GO:0003837	beta-ureidopropionase activity	1	1.0	1.0
17794	MF	GO:0001515	opioid peptide activity	4	1.0	1.0
17795	MF	GO:0070742	C2H2 zinc finger domain binding	12	1.0	1.0
17796	MF	GO:0047865	dimethylglycine dehydrogenase activity	1	1.0	1.0
17797	MF	GO:0008281	sulfonylurea receptor activity	2	1.0	1.0
17798	MF	GO:0004525	ribonuclease III activity	2	1.0	1.0
17799	MF	GO:0098518	polynucleotide phosphatase activity	2	1.0	1.0
17800	MF	GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	14	1.0	1.0
17801	MF	GO:0004111	creatine kinase activity	6	1.0	1.0
17802	MF	GO:0071617	lysophospholipid acyltransferase activity	21	1.0	1.0
17803	MF	GO:0047631	ADP-ribose diphosphatase activity	4	1.0	1.0
17804	MF	GO:0050113	inositol oxygenase activity	1	1.0	1.0
17805	MF	GO:0101005	deubiquitinase activity	85	1.0	1.0
17806	MF	GO:0032029	myosin tail binding	1	1.0	1.0
17807	MF	GO:0047372	acylglycerol lipase activity	5	1.0	1.0
17808	MF	GO:0000062	fatty-acyl-CoA binding	12	1.0	1.0
17809	MF	GO:0051731	polynucleotide 5'-hydroxyl-kinase activity	3	1.0	1.0
17810	MF	GO:0030171	voltage-gated proton channel activity	1	1.0	1.0
17811	MF	GO:1990190	peptide-glutamate-N-acetyltransferase activity	2	1.0	1.0
17812	MF	GO:0046870	cadmium ion binding	4	1.0	1.0
17813	MF	GO:0048038	quinone binding	14	1.0	1.0
17814	MF	GO:0005091	guanyl-nucleotide exchange factor adaptor activity	1	1.0	1.0
17815	MF	GO:0010855	adenylate cyclase inhibitor activity	4	1.0	1.0
17816	MF	GO:0008479	queuine tRNA-ribosyltransferase activity	2	1.0	1.0
17817	MF	GO:0052666	tRNA (cytosine-2'-O-)-methyltransferase activity	1	1.0	1.0
17818	MF	GO:0005369	taurine:sodium symporter activity	1	1.0	1.0
17819	MF	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	6	1.0	1.0
17820	MF	GO:0034617	tetrahydrobiopterin binding	4	1.0	1.0
17821	MF	GO:1903763	gap junction channel activity involved in cell communication by electrical coupling	2	1.0	1.0
17822	MF	GO:0022804	active transmembrane transporter activity	216	1.0	1.0
17823	MF	GO:0050355	triphosphatase activity	1	1.0	1.0
17824	MF	GO:0047718	indanol dehydrogenase activity	3	1.0	1.0
17825	MF	GO:0034602	oxoglutarate dehydrogenase (NAD+) activity	1	1.0	1.0
17826	MF	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	2	1.0	1.0
17827	MF	GO:0004620	phospholipase activity	69	1.0	1.0
17828	MF	GO:0008903	hydroxypyruvate isomerase activity	1	1.0	1.0
17829	MF	GO:0008425	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	2	1.0	1.0
17830	MF	GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity	2	1.0	1.0
17831	MF	GO:0019785	ISG15-specific protease activity	2	1.0	1.0
17832	MF	GO:0019869	chloride channel inhibitor activity	6	1.0	1.0
17833	MF	GO:0008419	RNA lariat debranching enzyme activity	1	1.0	1.0
17834	MF	GO:0140033	acetylation-dependent protein binding	19	1.0	1.0
17835	MF	GO:0110153	RNA NAD-cap (NMN-forming) hydrolase activity	2	1.0	1.0
17836	MF	GO:0050543	icosatetraenoic acid binding	6	1.0	1.0
17837	MF	GO:0062180	25-hydroxycholecalciferol-23-hydroxylase activity	1	1.0	1.0
17838	MF	GO:0031996	thioesterase binding	9	1.0	1.0
17839	MF	GO:0140293	ADP-ribosylglutamate hydrolase activity	1	1.0	1.0
17840	MF	GO:0030548	acetylcholine receptor regulator activity	9	1.0	1.0
17841	MF	GO:0015164	glucuronoside transmembrane transporter activity	1	1.0	1.0
17842	MF	GO:0004937	alpha1-adrenergic receptor activity	3	1.0	1.0
17843	MF	GO:0046817	chemokine receptor antagonist activity	1	1.0	1.0
17844	MF	GO:0032395	MHC class II receptor activity	9	1.0	1.0
17845	MF	GO:0031777	type 1 melanin-concentrating hormone receptor binding	1	1.0	1.0
17846	MF	GO:0019992	diacylglycerol binding	10	1.0	1.0
17847	MF	GO:0000036	acyl carrier activity	1	1.0	1.0
17848	MF	GO:0016675	oxidoreductase activity, acting on a heme group of donors	13	1.0	1.0
17849	MF	GO:0008239	dipeptidyl-peptidase activity	4	1.0	1.0
17850	MF	GO:0052923	all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity	2	1.0	1.0
17851	MF	GO:0044548	S100 protein binding	13	1.0	1.0
17852	MF	GO:0004176	ATP-dependent peptidase activity	7	1.0	1.0
17853	MF	GO:0047105	4-trimethylammoniobutyraldehyde dehydrogenase activity	1	1.0	1.0
17854	MF	GO:0015227	acyl carnitine transmembrane transporter activity	1	1.0	1.0
17855	MF	GO:0080132	fatty acid alpha-hydroxylase activity	1	1.0	1.0
17856	MF	GO:1990042	glycerol dehydrogenase [NAD(P)+] activity	2	1.0	1.0
17857	MF	GO:0042947	glucoside transmembrane transporter activity	1	1.0	1.0
17858	MF	GO:0080146	L-cysteine desulfhydrase activity	1	1.0	1.0
17859	MF	GO:0016491	oxidoreductase activity	574	1.0	1.0
17860	MF	GO:0052689	carboxylic ester hydrolase activity	87	1.0	1.0
17861	MF	GO:0031432	titin binding	12	1.0	1.0
17862	MF	GO:0043530	adenosine 5'-monophosphoramidase activity	1	1.0	1.0
17863	MF	GO:0019840	isoprenoid binding	30	1.0	1.0
17864	MF	GO:0031763	galanin receptor binding	1	1.0	1.0
17865	MF	GO:0106261	tRNA uridine(34) acetyltransferase activity	1	1.0	1.0
17866	MF	GO:0051377	mannose-ethanolamine phosphotransferase activity	4	1.0	1.0
17867	MF	GO:0052866	phosphatidylinositol phosphate phosphatase activity	28	1.0	1.0
17868	MF	GO:0004535	poly(A)-specific ribonuclease activity	10	1.0	1.0
17869	MF	GO:0003724	RNA helicase activity	61	1.0	1.0
17870	MF	GO:1990407	calcitonin gene-related peptide binding	1	1.0	1.0
17871	MF	GO:0005308	creatine transmembrane transporter activity	1	1.0	1.0
17872	MF	GO:0005217	intracellular ligand-gated ion channel activity	22	1.0	1.0
17873	MF	GO:0008559	ABC-type xenobiotic transporter activity	6	1.0	1.0
17874	MF	GO:0004017	adenylate kinase activity	7	1.0	1.0
17875	MF	GO:0004738	pyruvate dehydrogenase activity	6	1.0	1.0
17876	MF	GO:0015347	sodium-independent organic anion transmembrane transporter activity	4	1.0	1.0
17877	MF	GO:0004651	polynucleotide 5'-phosphatase activity	1	1.0	1.0
17878	MF	GO:0001855	complement component C4b binding	2	1.0	1.0
17879	MF	GO:0008376	acetylgalactosaminyltransferase activity	31	1.0	1.0
17880	MF	GO:0001786	phosphatidylserine binding	42	1.0	1.0
17881	MF	GO:0005283	amino acid:sodium symporter activity	4	1.0	1.0
17882	MF	GO:0050816	phosphothreonine residue binding	3	1.0	1.0
17883	MF	GO:0032050	clathrin heavy chain binding	7	1.0	1.0
17884	MF	GO:0003730	mRNA 3'-UTR binding	79	1.0	1.0
17885	MF	GO:0050483	IMP 5'-nucleotidase activity	4	1.0	1.0
17886	MF	GO:0015068	glycine amidinotransferase activity	1	1.0	1.0
17887	MF	GO:0004407	histone deacetylase activity	19	1.0	1.0
17888	MF	GO:0070336	flap-structured DNA binding	2	1.0	1.0
17889	MF	GO:0030377	urokinase plasminogen activator receptor activity	1	1.0	1.0
17890	MF	GO:0016793	triphosphoric monoester hydrolase activity	1	1.0	1.0
17891	MF	GO:0070991	medium-chain-acyl-CoA dehydrogenase activity	2	1.0	1.0
17892	MF	GO:0042010	interleukin-15 receptor activity	3	1.0	1.0
17893	MF	GO:1990756	ubiquitin ligase-substrate adaptor activity	36	1.0	1.0
17894	MF	GO:0033300	dehydroascorbic acid transmembrane transporter activity	5	1.0	1.0
17895	MF	GO:0070704	sterol desaturase activity	2	1.0	1.0
17896	MF	GO:0106264	protein serine kinase activity (using GTP as donor)	1	1.0	1.0
17897	MF	GO:0047958	glycine:2-oxoglutarate aminotransferase activity	1	1.0	1.0
17898	MF	GO:0030984	kininogen binding	1	1.0	1.0
17899	MF	GO:0019842	vitamin binding	121	1.0	1.0
17900	MF	GO:0004492	methylmalonyl-CoA decarboxylase activity	1	1.0	1.0
17901	MF	GO:0045569	TRAIL binding	5	1.0	1.0
17902	MF	GO:0031753	endothelial differentiation G protein-coupled receptor binding	2	1.0	1.0
17903	MF	GO:0047444	N-acylneuraminate-9-phosphate synthase activity	1	1.0	1.0
17904	MF	GO:0004366	glycerol-3-phosphate O-acyltransferase activity	5	1.0	1.0
17905	MF	GO:0019144	ADP-sugar diphosphatase activity	2	1.0	1.0
17906	MF	GO:0030151	molybdenum ion binding	4	1.0	1.0
17907	MF	GO:1905762	CCR4-NOT complex binding	1	1.0	1.0
17908	MF	GO:0097259	20-aldehyde-leukotriene B4 20-monooxygenase activity	2	1.0	1.0
17909	MF	GO:0008387	steroid 7-alpha-hydroxylase activity	1	1.0	1.0
17910	MF	GO:0047409	alkenylglycerophosphoethanolamine hydrolase activity	1	1.0	1.0
17911	MF	GO:0005134	interleukin-2 receptor binding	4	1.0	1.0
17912	MF	GO:0003998	acylphosphatase activity	1	1.0	1.0
17913	MF	GO:0045547	dehydrodolichyl diphosphate synthase activity	2	1.0	1.0
17914	MF	GO:0032450	maltose alpha-glucosidase activity	3	1.0	1.0
17915	MF	GO:0050501	hyaluronan synthase activity	1	1.0	1.0
17916	MF	GO:0010854	adenylate cyclase regulator activity	4	1.0	1.0
17917	MF	GO:0008373	sialyltransferase activity	17	1.0	1.0
17918	MF	GO:0016901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	2	1.0	1.0
17919	MF	GO:0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity	2	1.0	1.0
17920	MF	GO:0015605	organophosphate ester transmembrane transporter activity	13	1.0	1.0
17921	MF	GO:0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity	3	1.0	1.0
17922	MF	GO:0016742	hydroxymethyl-, formyl- and related transferase activity	8	1.0	1.0
17923	MF	GO:1905575	ganglioside GM3 binding	1	1.0	1.0
17924	MF	GO:0016726	oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor	1	1.0	1.0
17925	MF	GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	3	1.0	1.0
17926	MF	GO:0031721	hemoglobin alpha binding	3	1.0	1.0
17927	MF	GO:0106075	peptide N-succinyltransferase activity	1	1.0	1.0
17928	MF	GO:0062101	peptidyl-aspartic acid 3-dioxygenase activity	2	1.0	1.0
17929	MF	GO:0016150	translation release factor activity, codon nonspecific	1	1.0	1.0
17930	MF	GO:0042577	lipid phosphatase activity	8	1.0	1.0
17931	MF	GO:1990447	U2 snRNP binding	2	1.0	1.0
17932	MF	GO:0009674	potassium:sodium symporter activity	3	1.0	1.0
17933	MF	GO:0042018	interleukin-22 receptor activity	3	1.0	1.0
17934	MF	GO:0048406	nerve growth factor binding	6	1.0	1.0
17935	MF	GO:0043237	laminin-1 binding	6	1.0	1.0
17936	MF	GO:0050152	omega-amidase activity	1	1.0	1.0
17937	MF	GO:0086063	voltage-gated sodium channel activity involved in SA node cell action potential	1	1.0	1.0
17938	MF	GO:0050568	protein-glutamine glutaminase activity	1	1.0	1.0
17939	MF	GO:0004990	oxytocin receptor activity	1	1.0	1.0
17940	MF	GO:0004408	holocytochrome-c synthase activity	1	1.0	1.0
17941	MF	GO:0016165	linoleate 13S-lipoxygenase activity	3	1.0	1.0
17942	MF	GO:0052925	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	1	1.0	1.0
17943	MF	GO:0061608	nuclear import signal receptor activity	19	1.0	1.0
17944	MF	GO:0008609	alkylglycerone-phosphate synthase activity	1	1.0	1.0
17945	MF	GO:0017096	acetylserotonin O-methyltransferase activity	1	1.0	1.0
17946	MF	GO:0042164	interleukin-12 alpha subunit binding	1	1.0	1.0
17947	MF	GO:0150047	G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential	2	1.0	1.0
17948	MF	GO:0004190	aspartic-type endopeptidase activity	18	1.0	1.0
17949	MF	GO:0140545	protein disaggregase activity	6	1.0	1.0
17950	MF	GO:0005460	UDP-glucose transmembrane transporter activity	1	1.0	1.0
17951	MF	GO:0042658	MHC class II protein binding, via antigen binding groove	1	1.0	1.0
17952	MF	GO:0050544	arachidonic acid binding	6	1.0	1.0
17953	MF	GO:0004985	G protein-coupled opioid receptor activity	6	1.0	1.0
17954	MF	GO:0072590	N-acetyl-L-aspartate-L-glutamate ligase activity	2	1.0	1.0
17955	MF	GO:0047685	amine sulfotransferase activity	1	1.0	1.0
17956	MF	GO:0018024	histone-lysine N-methyltransferase activity	26	1.0	1.0
17957	MF	GO:0090624	endoribonuclease activity, cleaving miRNA-paired mRNA	2	1.0	1.0
17958	MF	GO:0042011	interleukin-16 binding	1	1.0	1.0
17959	MF	GO:0033871	[heparan sulfate]-glucosamine 3-sulfotransferase 2 activity	1	1.0	1.0
17960	MF	GO:0016176	superoxide-generating NADPH oxidase activator activity	8	1.0	1.0
17961	MF	GO:0015179	L-amino acid transmembrane transporter activity	26	1.0	1.0
17962	MF	GO:0047288	monosialoganglioside sialyltransferase activity	3	1.0	1.0
17963	MF	GO:0052841	inositol bisdiphosphate tetrakisphosphate diphosphatase activity	1	1.0	1.0
17964	MF	GO:0047290	(alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity	2	1.0	1.0
17965	MF	GO:0008821	crossover junction endodeoxyribonuclease activity	8	1.0	1.0
17966	MF	GO:0000170	sphingosine hydroxylase activity	1	1.0	1.0
17967	MF	GO:0004540	ribonuclease activity	82	1.0	1.0
17968	MF	GO:0071209	U7 snRNA binding	3	1.0	1.0
17969	MF	GO:0004771	sterol esterase activity	6	1.0	1.0
17970	MF	GO:0047464	heparosan-N-sulfate-glucuronate 5-epimerase activity	1	1.0	1.0
17971	MF	GO:0030284	estrogen receptor activity	4	1.0	1.0
17972	MF	GO:1905394	retromer complex binding	9	1.0	1.0
17973	MF	GO:0008168	methyltransferase activity	126	1.0	1.0
17974	MF	GO:0031695	alpha-2B adrenergic receptor binding	1	1.0	1.0
17975	MF	GO:0016362	activin receptor activity, type II	2	1.0	1.0
17976	MF	GO:0015647	peptidoglycan transmembrane transporter activity	1	1.0	1.0
17977	MF	GO:0035730	S-nitrosoglutathione binding	1	1.0	1.0
17978	MF	GO:0016842	amidine-lyase activity	4	1.0	1.0
17979	MF	GO:0001849	complement component C1q complex binding	7	1.0	1.0
17980	MF	GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity	1	1.0	1.0
17981	MF	GO:0061860	DNA clamp unloader activity	2	1.0	1.0
17982	MF	GO:0003691	double-stranded telomeric DNA binding	7	1.0	1.0
17983	MF	GO:1901702	salt transmembrane transporter activity	4	1.0	1.0
17984	MF	GO:0008227	G protein-coupled amine receptor activity	38	1.0	1.0
17985	MF	GO:0002083	4-hydroxybenzoate decaprenyltransferase activity	2	1.0	1.0
17986	MF	GO:0034597	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity	2	1.0	1.0
17987	MF	GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity	3	1.0	1.0
17988	MF	GO:0036431	dCMP kinase activity	2	1.0	1.0
17989	MF	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	47	1.0	1.0
17990	MF	GO:0016933	extracellularly glycine-gated ion channel activity	4	1.0	1.0
17991	MF	GO:0016941	natriuretic peptide receptor activity	3	1.0	1.0
17992	MF	GO:0008120	ceramide glucosyltransferase activity	1	1.0	1.0
17993	MF	GO:0031781	type 3 melanocortin receptor binding	4	1.0	1.0
17994	MF	GO:0001972	retinoic acid binding	15	1.0	1.0
17995	MF	GO:0140492	metal-dependent deubiquitinase activity	8	1.0	1.0
17996	MF	GO:0062213	peroxynitrite isomerase activity	1	1.0	1.0
17997	MF	GO:0035254	glutamate receptor binding	33	1.0	1.0
17998	MF	GO:0005222	intracellular cAMP-activated cation channel activity	7	1.0	1.0
17999	MF	GO:0017108	5'-flap endonuclease activity	7	1.0	1.0
18000	MF	GO:0098633	collagen fibril binding	1	1.0	1.0
